educ,south,nonwh,hispanic,gender,married,marrfem,exper,expersq,union,lnwage,age,manuf,constr,manag,sales,clerical,service,prof,cps85
12,1,0,0,1,0,0,46,2116,0,2.0215,63,0,0,0,0,0,0,1,0
18,1,1,0,1,0,0,22,484,0,1.6818,45,0,0,0,0,0,0,1,0
11,1,0,0,0,1,0,27,729,0,1.8326,43,1,0,0,0,0,0,0,0
12,1,0,0,0,1,0,4,16,1,1.2528,21,1,0,0,0,0,0,0,0
11,1,0,0,0,1,0,41,1681,1,1.6341,57,1,0,0,0,0,0,0,0
16,1,1,0,1,0,0,30,900,1,2.3026,51,0,0,0,0,0,0,1,0
14,1,0,0,1,1,1,3,9,0,1.743,22,0,0,0,0,1,0,0,0
7,1,1,0,0,1,0,21,441,1,1.8326,33,1,0,0,0,0,0,0,0
12,1,1,0,1,1,1,22,484,0,1.0498,39,0,0,0,0,0,1,0,0
18,1,0,0,0,0,0,9,81,0,2.1576,32,0,0,0,0,0,0,1,0
16,1,0,0,0,1,0,27,729,0,2.3826,48,1,0,0,1,0,0,0,0
16,1,0,0,1,0,0,2,4,0,1.5581,23,0,0,0,0,0,0,1,0
12,0,0,0,1,1,1,8,64,1,1.4231,25,0,0,0,0,0,0,0,0
10,0,0,0,1,1,1,27,729,0,1.1632,42,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,13,169,0,1.6243,30,0,0,0,1,0,0,0,0
10,0,0,0,0,1,0,43,1849,1,2.0149,58,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,16,256,0,1.9867,35,0,0,1,0,0,0,0,0
12,0,0,0,0,1,0,12,144,0,1.0498,29,0,0,0,0,0,1,0,0
15,0,0,0,1,0,0,4,16,0,1.3863,24,0,0,1,0,0,0,0,0
12,0,0,0,1,1,1,4,16,0,1.3218,21,1,0,0,0,1,0,0,0
12,0,0,0,1,0,0,12,144,1,1.5261,29,1,0,0,0,0,0,0,0
16,0,0,0,0,1,0,5,25,0,2.1972,26,1,0,0,0,0,0,1,0
18,1,0,0,0,1,0,36,1296,0,1.8971,59,0,0,0,0,0,0,1,0
2,1,1,0,0,1,0,55,3025,0,1.1394,62,0,0,0,0,0,1,0,0
12,1,0,0,0,0,0,17,289,0,1.3545,34,0,0,0,0,0,0,0,0
12,1,0,0,0,1,0,14,196,0,2.1203,31,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,31,961,0,2.492,54,0,0,0,0,0,0,1,0
12,1,0,0,1,0,0,21,441,0,1.0986,38,0,0,0,0,1,0,0,0
12,1,0,0,0,0,0,5,25,0,1.5993,22,0,0,1,0,0,0,0,0
14,1,0,0,1,1,1,22,484,0,2.0949,41,0,0,1,0,0,0,0,0
7,1,0,0,0,1,0,19,361,1,1.6094,31,1,0,0,0,0,0,0,0
11,1,0,0,0,1,0,30,900,0,2.5257,46,1,0,0,0,0,0,0,0
14,1,0,0,0,1,0,9,81,0,1.8326,28,0,0,0,0,1,0,0,0
12,1,0,0,1,1,1,30,900,0,1.5686,47,1,0,0,0,0,0,1,0
12,1,0,0,0,0,0,9,81,1,1.7143,26,0,0,0,0,1,0,0,0
12,1,0,0,1,0,0,7,49,0,1.1787,24,0,0,0,0,1,0,0,0
13,1,0,0,1,0,0,1,1,0,0.6931,19,0,0,0,0,0,1,0,0
12,1,0,0,0,1,0,14,196,1,1.5581,31,0,0,0,0,0,0,1,0
8,0,0,0,0,1,0,37,1369,1,2.3979,50,0,0,0,0,0,0,0,0
12,0,0,0,1,1,1,28,784,0,1.6094,45,0,0,0,0,0,0,0,0
13,0,0,0,1,1,1,8,64,1,1.7492,26,0,0,0,0,0,0,0,0
12,0,0,0,0,1,0,36,1296,1,1.6292,53,0,0,0,0,1,0,0,0
12,0,0,0,1,0,0,1,1,0,1.2528,18,0,0,0,0,1,0,0,0
12,0,0,0,1,0,0,17,289,0,1.6094,34,1,0,0,0,1,0,0,0
15,0,0,0,0,0,0,5,25,0,1.3218,25,0,1,0,0,0,0,0,0
12,0,0,0,1,1,1,4,16,0,1.2528,21,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,15,225,1,1.9021,32,0,0,0,0,1,0,0,0
8,1,0,0,0,1,0,18,324,0,0.9925,31,0,0,1,0,0,0,0,0
16,1,0,0,0,1,0,2,4,0,1.3863,23,0,0,1,0,0,0,0,0
16,1,0,0,0,1,0,6,36,0,1.8971,27,1,0,0,0,0,0,1,0
12,1,0,0,1,1,1,23,529,0,1.7272,40,0,0,0,0,1,0,0,0
12,1,0,0,1,0,0,12,144,0,0.9746,29,0,0,0,0,1,0,0,0
12,1,0,0,0,1,0,20,400,1,2.3026,37,1,0,0,0,0,0,0,0
16,1,0,0,0,1,0,17,289,0,2.3026,38,0,0,0,1,0,0,0,0
16,0,0,0,1,1,1,8,64,0,2.0412,29,1,0,0,1,0,0,0,0
12,0,0,0,1,0,0,4,16,0,1.5315,21,1,0,0,0,1,0,0,0
12,0,1,0,0,0,0,13,169,0,1.3863,30,0,1,0,0,0,0,0,0
16,0,0,0,0,0,0,12,144,0,2.0468,33,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,17,289,0,2.29,37,0,0,0,0,0,0,1,0
17,0,0,0,1,1,1,8,64,0,1.8718,30,0,0,1,0,0,0,0,0
10,0,0,0,0,1,0,42,1764,0,1.8654,57,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,5,25,1,1.7309,20,1,0,0,0,0,0,0,0
16,0,0,0,0,0,0,18,324,1,1.9741,39,0,0,0,0,0,0,1,0
12,0,0,0,1,0,0,3,9,0,1.4469,20,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,22,484,0,1.4271,35,1,0,0,0,0,0,1,0
12,0,0,0,1,1,1,18,324,0,1.2649,35,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,8,64,0,1.9636,25,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,1,1,0,1.7272,21,1,0,1,0,0,0,0,0
15,0,0,0,1,0,0,4,16,0,1.4858,24,1,0,0,0,0,0,1,0
12,0,0,0,0,1,0,11,121,0,1.3863,28,0,1,0,0,0,0,0,0
12,0,0,0,0,1,0,45,2025,1,2.1518,62,0,0,0,0,0,0,0,0
12,0,0,0,0,1,0,35,1225,0,2.1019,52,0,0,1,0,0,0,0,0
11,1,1,0,0,0,0,22,484,0,1.0116,38,1,0,0,0,0,0,0,0
12,1,0,0,1,1,1,13,169,0,1.7272,30,0,0,0,0,0,1,0,0
14,1,0,0,0,1,0,34,1156,0,3.3514,53,1,0,1,0,0,0,0,0
10,1,0,0,0,1,0,9,81,1,1.3218,24,0,1,0,0,1,0,0,0
10,1,0,0,0,1,0,36,1296,0,1.7918,51,0,0,0,0,0,0,0,0
10,1,0,0,0,1,0,14,196,0,1.6094,29,1,0,0,0,0,0,0,0
12,0,0,0,1,1,1,2,4,0,1.1291,19,0,0,0,0,1,0,0,0
8,0,0,0,0,1,0,32,1024,1,1.6487,45,1,0,0,0,0,0,0,0
14,0,0,0,1,0,0,39,1521,0,1.9459,58,1,0,0,0,1,0,0,0
12,0,0,0,1,1,1,9,81,0,0.865,26,0,0,0,0,0,1,0,0
18,0,0,0,0,1,0,3,9,0,1.9373,26,0,0,0,0,0,0,1,0
10,0,0,0,0,1,0,8,64,0,0.865,23,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,7,49,0,1.3806,28,0,0,0,0,0,1,0,0
14,0,0,0,0,1,0,7,49,0,1.6094,26,0,0,1,0,0,0,0,0
13,0,0,0,0,1,0,4,16,0,1.8326,22,0,1,0,0,0,0,0,0
16,0,0,0,0,0,0,5,25,0,1.6677,26,0,0,1,0,0,0,0,0
14,1,1,0,0,0,0,6,36,0,1.0986,25,0,0,0,1,0,0,0,0
12,1,0,0,0,1,0,37,1369,0,1.8795,54,1,0,0,0,0,0,0,0
6,1,1,0,0,0,0,11,121,0,1.0986,22,0,1,0,0,0,0,0,0
8,1,0,0,1,0,0,41,1681,1,1.6094,54,1,0,0,0,0,0,0,0
12,1,1,0,1,0,0,30,900,0,2.7444,47,0,0,0,0,0,0,1,0
16,1,0,0,0,1,0,13,169,0,2.1638,34,1,0,0,0,0,0,1,0
18,0,0,0,1,0,0,4,16,0,1.6094,27,0,0,0,0,1,0,0,0
12,0,0,0,1,1,1,16,256,0,1.7272,33,0,0,1,0,0,0,0,0
13,0,0,0,0,1,0,8,64,1,1.3083,26,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,32,1024,0,2.0149,53,0,0,0,0,0,0,1,0
12,0,0,0,1,0,0,6,36,0,0.9704,23,0,0,0,0,0,0,0,0
14,0,0,1,1,1,1,30,900,0,1.361,49,0,0,0,0,1,0,0,0
12,0,0,0,1,0,0,1,1,0,1.0986,18,0,0,0,0,1,0,0,0
12,0,0,0,0,0,0,4,16,1,1.6487,21,1,0,0,0,0,0,0,0
13,0,0,0,0,1,0,41,1681,1,2.6912,59,0,1,0,0,0,0,0,0
12,0,0,0,0,1,0,22,484,1,2.0412,39,1,0,0,0,0,0,0,0
12,0,0,0,0,1,0,22,484,0,1.7619,39,1,0,0,0,0,0,0,0
15,0,0,0,0,1,0,31,961,1,2.5257,51,0,0,0,1,0,0,0,0
16,0,0,0,1,0,0,2,4,1,1.8524,23,0,0,0,0,0,0,1,0
15,0,0,0,0,1,0,19,361,1,2.0794,39,0,0,0,0,0,0,0,0
12,0,0,0,1,1,1,14,196,0,1.8101,31,0,0,0,0,1,0,0,0
11,0,0,0,1,0,0,16,256,0,1.204,32,0,1,1,0,0,0,0,0
12,1,0,0,0,0,0,3,9,0,1.3466,20,0,0,0,0,0,0,0,0
12,1,0,0,0,1,0,3,9,1,1.5146,20,1,0,0,0,0,0,0,0
8,1,0,0,0,1,0,30,900,1,2.1102,43,1,0,0,0,0,0,0,0
12,1,0,0,1,0,0,3,9,0,0.9163,20,0,0,1,0,0,0,0,0
4,1,1,0,0,1,0,55,3025,0,1.1474,64,1,0,0,0,0,1,0,0
12,1,0,0,0,0,0,3,9,0,1.1394,20,0,0,0,0,0,0,0,0
11,1,0,0,0,1,0,19,361,1,2.5257,35,0,1,0,0,0,0,0,0
9,1,0,0,1,0,0,27,729,1,1.4553,41,1,0,0,0,0,0,0,0
12,1,0,0,0,1,0,9,81,1,1.7918,26,0,0,0,0,0,0,1,0
12,0,1,0,0,0,0,13,169,0,1.4351,30,1,0,0,0,0,0,0,0
16,0,0,0,0,1,0,31,961,0,2.5494,52,0,0,0,1,0,0,0,0
12,0,0,0,1,0,0,16,256,0,1.5422,33,1,0,0,0,1,0,0,0
11,0,0,0,0,0,0,4,16,0,0.9746,20,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,3,9,0,2.0015,24,1,0,0,0,0,0,0,0
16,0,0,0,1,0,0,4,16,0,1.4469,25,0,0,0,0,0,0,1,0
12,0,0,0,1,1,1,36,1296,1,1.3218,53,0,0,0,0,1,0,0,0
9,1,0,0,0,1,0,6,36,0,1.6094,20,0,0,0,0,0,0,0,0
12,1,0,0,0,1,0,19,361,0,1.9867,36,0,0,1,0,0,0,0,0
18,1,0,0,0,1,0,14,196,0,2.0669,37,0,0,0,0,0,0,1,0
12,0,0,0,0,1,0,38,1444,0,1.461,55,0,0,1,0,0,0,0,0
13,0,0,0,0,1,0,8,64,1,1.8101,26,1,0,0,0,0,0,0,0
12,0,0,0,1,1,1,4,16,0,1.5581,21,1,0,0,0,0,0,0,0
15,0,0,0,0,0,0,12,144,0,1.8326,32,0,0,0,0,0,0,1,0
12,0,0,0,0,1,0,41,1681,0,2.4445,58,0,0,0,1,0,0,0,0
12,0,0,0,1,1,1,24,576,0,1.743,41,1,0,0,0,1,0,0,0
11,0,0,0,0,1,0,17,289,0,1.7918,33,0,0,0,0,0,0,0,0
12,0,0,0,1,1,1,8,64,0,1.1787,25,0,0,0,0,1,0,0,0
12,0,0,0,0,0,0,2,4,0,1.3863,19,0,0,0,0,0,0,0,0
12,0,0,0,0,1,0,2,4,0,1.2448,19,0,0,0,0,0,0,0,0
12,0,0,0,1,1,1,39,1521,0,1.4469,56,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,6,36,0,2.5257,23,0,0,0,0,0,0,0,0
9,0,0,1,1,1,1,34,1156,0,1.0296,48,0,0,0,0,0,1,0,0
17,0,0,0,0,1,0,14,196,0,2.0149,36,0,0,0,0,0,0,1,0
17,0,0,0,0,1,0,7,49,0,2.0949,29,0,0,0,0,0,0,1,0
10,0,0,0,1,0,0,46,2116,0,0.9943,61,1,0,0,0,0,0,0,0
18,0,0,0,0,1,0,4,16,0,1.9279,27,0,0,0,0,0,0,1,0
12,0,0,0,1,1,1,12,144,0,0.5596,29,0,0,0,0,0,1,0,0
12,0,0,1,1,1,1,6,36,0,1.2164,23,0,0,0,0,1,0,0,0
6,0,0,1,0,1,0,15,225,0,1.4469,26,0,1,0,0,0,0,0,0
13,0,0,1,0,1,0,12,144,1,1.5041,30,0,0,0,0,0,0,0,0
17,0,0,1,0,1,0,15,225,0,2.1691,37,0,0,0,0,0,0,1,0
12,0,0,0,0,1,0,15,225,0,2.0794,32,0,0,0,0,0,0,1,0
12,0,1,0,1,1,1,12,144,1,1.1151,29,0,0,0,0,0,1,0,0
12,0,0,0,0,1,0,23,529,0,1.679,40,0,0,0,1,0,0,0,0
14,0,0,1,0,0,0,41,1681,0,2.1848,60,1,0,1,0,0,0,0,0
12,0,0,0,1,0,0,42,1764,0,1.5041,59,0,0,0,0,0,1,0,0
12,0,0,0,0,1,0,10,100,0,1.7047,27,0,1,0,0,0,0,0,0
10,0,0,1,0,1,0,20,400,0,1.4586,35,1,0,0,0,0,0,0,0
13,0,0,0,0,1,0,4,16,1,1.7297,22,0,0,0,0,1,0,0,0
16,0,0,0,1,1,1,11,121,1,1.8326,32,0,0,0,0,0,0,1,0
12,0,0,0,1,0,0,6,36,0,1.1394,23,0,0,0,1,0,0,0,0
14,0,0,0,0,1,0,19,361,0,1.2496,38,0,0,0,1,0,0,0,0
12,0,0,0,0,1,0,32,1024,0,2.2401,49,0,0,1,0,0,0,0,0
12,0,0,0,0,1,0,21,441,0,1.3863,38,0,0,0,0,0,0,0,0
11,0,0,0,0,1,0,39,1521,0,1.2164,55,0,0,0,0,0,1,0,0
18,0,0,0,0,1,0,15,225,0,2.0815,38,0,0,1,0,0,0,0,0
12,0,0,0,1,1,1,25,625,1,1.5943,42,0,0,0,0,1,0,0,0
12,0,0,0,1,0,0,18,324,0,1.0733,35,0,0,0,0,1,0,0,0
12,0,0,0,1,1,1,21,441,0,1.7047,38,1,0,0,0,0,0,0,0
17,0,0,0,1,1,1,11,121,1,2.2437,33,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,6,36,0,1.1394,25,1,0,0,0,1,0,0,0
12,0,1,0,0,0,0,5,25,1,0.8755,22,0,0,0,0,0,1,0,0
15,1,1,0,1,1,1,12,144,0,2.1041,32,0,0,0,0,0,0,1,0
8,1,1,0,0,1,0,44,1936,0,1.0986,57,0,0,0,0,0,1,0,0
16,1,1,0,1,0,0,7,49,0,2.1691,28,0,0,0,0,0,0,1,0
16,1,1,0,1,0,0,25,625,0,1.3481,46,0,0,0,0,0,0,1,0
12,0,0,0,1,0,0,5,25,1,1.0986,22,1,0,0,0,0,0,0,0
12,0,0,0,0,1,0,27,729,0,2.0794,44,0,0,0,1,0,0,0,0
10,0,0,0,1,0,0,36,1296,1,1.2936,51,1,0,0,0,0,0,0,0
12,0,0,0,0,0,0,31,961,0,2.1401,48,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,27,729,0,2.4049,46,0,0,1,0,0,0,0,0
13,0,0,0,1,1,1,44,1936,0,1.3987,62,0,0,0,0,1,0,0,0
16,0,0,0,1,0,0,7,49,0,1.4291,28,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,13,169,1,1.9913,30,0,0,0,0,0,0,0,0
14,0,0,0,1,1,1,36,1296,0,1.3545,55,0,0,0,0,1,0,0,0
12,0,0,0,1,0,0,4,16,0,1.2669,21,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,30,900,1,2.0477,47,0,0,0,0,0,0,0,0
10,0,0,0,0,1,0,16,256,0,1.6094,31,0,0,1,0,0,0,0,0
17,0,0,0,0,1,0,15,225,1,2.0149,37,0,0,0,0,0,0,1,0
13,0,0,0,1,0,0,2,4,0,0.9725,20,0,0,0,0,0,0,0,0
12,0,0,0,0,1,0,32,1024,1,1.8326,49,0,1,0,0,0,0,0,0
12,0,0,0,0,1,0,9,81,0,1.204,26,0,0,0,0,0,0,0,0
18,0,0,0,0,1,0,21,441,0,2.3026,44,0,0,0,0,0,0,1,0
12,0,0,0,1,1,1,4,16,0,1.2528,21,1,0,0,0,0,0,0,0
13,0,0,0,1,1,1,35,1225,0,1.5041,53,0,0,0,0,1,0,0,0
14,0,0,0,1,1,1,5,25,0,1.3863,24,0,0,0,1,0,0,0,0
12,0,0,0,1,0,0,1,1,0,1.0116,18,0,0,0,0,1,0,0,0
10,0,0,0,0,0,0,3,9,0,1.3657,18,0,0,0,0,0,0,0,0
12,0,0,0,1,0,0,3,9,0,1.3218,20,1,0,0,0,1,0,0,0
12,0,0,0,0,1,0,21,441,0,2.3026,38,0,0,1,0,0,0,0,0
12,0,0,0,0,1,0,6,36,0,2.0149,23,0,0,0,1,0,0,0,0
18,1,0,0,0,0,0,34,1156,0,3.2179,57,0,0,1,0,0,0,0,0
12,1,0,0,1,0,0,22,484,0,1.6094,39,0,0,0,0,0,0,1,0
17,1,0,0,0,1,0,16,256,0,2.584,38,1,0,1,0,0,0,0,0
13,0,0,0,1,0,0,4,16,0,1.3218,22,0,0,0,0,1,0,0,0
18,0,0,0,0,1,0,15,225,0,2.1019,38,0,0,0,0,0,0,1,0
13,0,0,0,0,1,0,26,676,0,1.6784,44,0,0,0,0,0,0,1,0
17,0,0,0,1,1,1,19,361,1,1.7492,41,0,0,0,0,0,0,1,0
7,0,0,0,0,1,0,43,1849,0,0.9746,55,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,18,324,0,1.8718,31,0,1,0,0,0,0,0,0
17,0,0,0,0,1,0,10,100,1,1.6094,32,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,3,9,0,0.7985,18,1,0,0,0,0,0,0,0
9,0,0,0,0,1,0,46,2116,0,1.204,60,1,0,0,0,0,0,0,0
12,0,0,0,1,1,1,10,100,1,1.4171,27,0,0,0,0,1,0,0,0
17,0,0,0,0,1,0,5,25,1,1.8871,27,0,0,0,0,0,0,1,0
14,0,0,0,0,0,0,5,25,0,1.6503,24,0,0,0,0,0,0,0,0
12,0,0,0,1,0,0,7,49,0,1.1925,24,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,15,225,1,2.3933,32,0,1,0,0,0,0,0,0
12,0,0,0,0,1,0,31,961,1,2.1889,48,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,39,1521,0,2.5257,56,0,0,0,1,0,0,0,0
14,0,0,0,0,1,0,8,64,0,1.6094,27,0,1,0,0,0,0,0,0
13,0,0,0,1,1,1,28,784,0,0.9163,46,0,0,0,0,1,0,0,0
16,0,0,0,1,0,0,10,100,1,2.4145,31,0,0,0,0,0,0,1,0
12,0,0,0,0,1,0,36,1296,1,2.5257,53,1,0,0,0,0,0,0,0
15,0,0,0,1,1,1,3,9,1,2.0794,23,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,27,729,1,2.6583,44,0,1,0,0,0,0,0,0
8,0,0,0,0,1,0,47,2209,1,2.4744,60,0,0,0,0,0,0,0,0
12,0,0,0,1,0,0,39,1521,1,2.6391,56,0,0,0,0,0,1,0,0
15,0,0,0,0,0,0,12,144,0,2.5257,32,0,0,0,0,0,0,1,0
10,0,0,0,0,1,0,27,729,0,2.1972,43,0,1,0,0,0,0,0,1
12,0,0,0,0,1,0,20,400,0,1.7047,38,0,0,0,1,0,0,0,1
12,0,0,0,1,0,0,4,16,0,1.335,22,0,0,0,1,0,0,0,1
12,0,0,0,1,1,1,29,841,0,2.3514,47,0,0,0,0,1,0,0,1
12,0,0,0,0,1,0,40,1600,1,2.708,58,0,1,0,0,0,0,0,1
16,0,0,0,1,1,1,27,729,0,2.1972,49,1,0,0,0,1,0,0,1
12,0,0,0,1,1,1,5,25,1,2.2586,23,0,0,0,0,0,1,0,1
14,0,0,0,0,0,0,22,484,0,2.708,42,0,0,0,1,0,0,0,1
8,0,0,0,0,1,0,42,1764,0,2.3979,56,1,0,0,0,0,0,0,1
12,0,0,0,1,1,1,14,196,0,1.6094,32,0,0,0,1,0,0,0,1
17,0,0,1,0,1,0,18,324,0,3.2179,41,0,0,0,0,0,0,1,1
17,0,0,0,0,0,0,3,9,0,3.0155,26,1,0,0,0,0,0,1,1
14,0,0,1,0,0,0,4,16,1,3.2189,24,0,0,0,0,0,1,0,1
14,0,0,0,0,0,0,14,196,0,2.6376,34,0,0,0,0,0,0,0,1
12,0,0,0,0,1,0,35,1225,0,1.2528,53,0,0,0,0,1,0,0,1
14,0,0,1,0,0,0,0,0,0,1.6094,20,0,0,0,1,0,0,0,1
16,0,0,1,0,1,0,7,49,1,2.3026,29,0,0,1,0,0,0,0,1
16,0,1,0,0,1,0,26,676,1,2.708,48,1,0,1,0,0,0,0,1
13,0,1,0,0,0,0,3,9,0,1.763,22,0,0,0,0,0,1,0,1
13,0,0,1,0,0,0,16,256,0,2.2083,35,0,0,0,0,1,0,0,1
17,0,1,0,1,1,1,32,1024,0,2.4204,55,0,0,0,0,1,0,0,1
12,0,1,0,0,1,0,25,625,1,2.5649,43,0,0,0,0,0,1,0,1
14,0,0,0,1,0,0,15,225,1,2.0794,35,0,0,0,0,1,0,0,1
12,0,0,0,1,1,1,38,1444,0,1.454,56,0,0,0,0,0,1,0,1
16,0,1,0,0,1,0,17,289,0,2.0637,39,0,0,0,0,1,0,0,1
12,0,0,0,1,0,0,7,49,0,1.9379,25,0,0,0,0,0,1,0,1
17,0,0,0,1,0,0,5,25,0,3.2179,28,0,0,0,0,0,0,1,1
14,0,0,0,0,1,0,22,484,0,2.3026,42,0,0,0,0,0,0,1,1
14,0,0,0,0,1,0,21,441,0,2.621,41,0,0,0,1,0,0,0,1
13,0,0,1,1,1,1,2,4,0,1.7272,21,0,0,0,0,1,0,0,1
14,0,1,0,0,1,0,16,256,0,2.6858,36,0,0,0,0,0,1,0,1
16,0,0,0,0,1,0,18,324,0,3.2179,40,0,0,1,0,0,0,0,1
12,0,0,0,0,1,0,14,196,0,2.4849,32,1,0,0,0,0,0,0,1
18,0,0,0,0,1,0,12,144,0,2.708,36,0,0,0,0,0,0,1,1
16,0,0,0,0,0,0,3,9,0,1.7535,25,1,0,0,0,0,1,0,1
17,0,0,0,1,1,1,13,169,0,2.5377,36,0,0,1,0,0,0,0,1
16,0,0,0,1,0,0,42,1764,0,2.4605,64,1,0,0,0,1,0,0,1
12,0,0,0,0,1,0,8,64,0,2.5649,26,0,0,0,0,0,0,0,1
15,0,0,0,1,1,1,6,36,0,2.5257,27,0,0,0,0,1,0,0,1
16,0,0,0,0,1,0,22,484,0,3.1135,44,0,0,1,0,0,0,0,1
16,0,1,0,1,0,0,3,9,0,2.4204,25,1,0,1,0,0,0,0,1
16,0,0,0,0,1,0,33,1089,0,2.7331,55,1,0,0,0,0,0,1,1
13,0,0,0,1,0,0,8,64,1,2.0412,27,0,0,0,0,1,0,0,1
12,0,0,0,0,1,0,26,676,0,2.4715,44,0,0,1,0,0,0,0,1
14,0,0,0,0,1,0,0,0,0,1.6094,20,0,1,0,0,0,0,1,1
12,0,0,0,0,1,0,28,784,0,1.8718,46,0,0,0,0,0,0,0,1
8,0,0,0,0,1,0,33,1089,1,2.1972,47,0,0,0,0,0,0,0,1
12,0,0,0,0,0,0,0,0,0,1.209,18,0,0,0,0,0,0,0,1
12,0,0,0,1,1,1,7,49,0,1.5041,25,1,0,0,0,0,0,0,1
14,0,0,0,1,1,1,12,144,0,2.3539,32,1,0,0,0,1,0,0,1
9,0,0,0,0,1,0,47,2209,1,1.2528,62,0,0,0,0,0,1,0,1
16,0,0,0,0,1,0,12,144,0,2.708,34,1,0,0,0,0,0,0,1
12,0,0,0,1,0,0,25,625,0,2.1401,43,0,0,0,0,1,0,0,1
12,0,0,0,1,1,1,44,1936,0,2.2159,62,1,0,0,0,1,0,0,1
9,0,0,0,0,0,0,33,1089,1,2.2618,48,0,0,0,0,1,0,0,1
8,0,0,1,1,1,1,22,484,0,1.9279,36,0,0,0,0,0,0,0,1
18,0,0,0,1,1,1,14,196,0,2.6355,38,0,0,1,0,0,0,0,1
14,0,1,0,0,0,0,22,484,0,2.3026,42,0,0,1,0,0,0,0,1
12,0,0,0,1,0,0,41,1681,0,1.3218,59,0,0,0,0,0,1,0,1
12,0,0,0,1,0,0,8,64,0,2.0794,26,0,0,0,0,1,0,0,1
12,0,0,0,1,1,1,43,1849,0,2.4567,61,0,1,0,0,1,0,0,1
8,0,1,0,1,0,0,29,841,0,2.1844,43,0,0,0,0,0,1,0,1
12,0,1,0,0,0,0,6,36,1,1.3863,24,1,0,0,0,0,0,0,1
12,0,1,0,1,0,0,21,441,0,1.7047,39,0,0,0,0,1,0,0,1
16,0,1,0,0,0,0,3,9,0,1.209,25,0,0,0,0,1,0,0,1
12,0,0,0,1,1,1,40,1600,0,2.3805,58,0,0,0,0,1,0,0,1
12,0,0,0,0,1,0,5,25,0,1.9459,23,0,0,0,1,0,0,0,1
13,0,0,0,0,1,0,34,1156,1,2.3026,53,0,1,0,0,0,0,1,1
16,0,0,0,1,1,1,10,100,0,1.6864,32,0,0,0,0,0,0,1,1
12,0,0,0,1,0,0,10,100,0,2.0149,28,0,0,0,0,0,1,0,1
12,0,0,0,0,1,0,41,1681,1,2.4204,59,0,0,0,0,0,0,0,1
10,0,0,0,1,1,1,25,625,1,2.3026,41,0,0,0,0,0,1,0,1
13,0,0,0,0,0,0,0,0,0,1.3863,19,0,0,0,0,0,0,0,1
18,0,0,0,0,1,0,14,196,1,2.6037,38,0,0,0,0,0,0,1,1
12,0,0,0,0,0,0,22,484,0,1.9095,40,0,0,0,0,1,0,0,1
14,0,0,0,1,1,1,32,1024,0,2.6593,52,0,0,0,1,0,0,0,1
15,0,0,0,1,1,1,9,81,0,2.2773,30,1,0,0,0,0,0,0,1
12,0,0,0,1,0,0,0,0,0,1.209,18,0,0,0,0,0,1,0,1
8,0,0,0,1,0,0,49,2401,0,1.2238,63,0,0,0,0,0,1,0,1
14,0,0,0,1,1,1,32,1024,0,1.7272,52,0,0,0,0,1,0,0,1
12,0,0,0,0,1,0,7,49,1,1.9459,25,0,0,0,0,0,0,0,1
16,0,0,0,1,1,1,10,100,0,2.3026,32,0,0,0,0,0,0,1,1
10,0,0,0,1,0,0,44,1936,1,1.8083,60,1,0,0,0,0,0,0,1
12,0,0,0,1,1,1,27,729,0,1.4279,45,0,0,0,0,0,1,0,1
12,0,0,0,1,1,1,16,256,0,1.5686,34,1,0,0,0,0,0,0,1
12,0,0,0,0,1,0,3,9,0,1.7492,21,0,0,0,0,0,0,1,1
12,0,0,0,0,1,0,8,64,0,1.5581,26,0,0,0,0,0,0,0,1
17,0,0,0,0,1,0,7,49,1,2.238,30,0,0,0,0,0,0,1,1
12,0,0,0,1,0,0,8,64,0,1.6582,26,0,0,0,0,1,0,0,1
9,0,0,0,1,1,1,42,1764,0,1.5994,57,1,0,0,0,0,0,0,1
16,0,0,0,1,1,1,11,121,0,2.964,33,0,0,0,0,0,0,1,1
12,0,0,0,0,1,0,23,529,0,2.9947,41,1,0,0,0,0,0,0,1
12,0,0,0,0,0,0,4,16,0,1.3863,22,0,0,0,0,0,0,0,1
12,0,0,0,1,0,0,0,0,0,1.6094,18,0,0,0,0,1,0,0,1
